dataset,Accuracy,ErrorRate,Algorithm,,,AvgErr
pca_kdd_synthetic_control,66.63514792,0.333648521,Bagging,,,
pca_kdd_synthetic_control,1.050174113,0.989498259,Stacking,,,
pca_kdd_synthetic_control,72.69455989,0.273054401,LogitBoost,,,
pca_kdd_synthetic_control,78.85528257,0.211447174,RandomCommittee,,,
pca_kdd_synthetic_control,0.532986045,0.99467014,Vote,,,
pca_kdd_synthetic_control,65.6803698,0.343196302,Logistic,,,
pca_kdd_synthetic_control,65.9367802,0.340632198,MultilayerPerceptron,,,
pca_kdd_synthetic_control,64.03519141,0.359648086,SimpleLogistic,,,
pca_kdd_synthetic_control,35.91543406,0.640845659,SMO,,,
pca_kdd_synthetic_control,30.61054477,0.693894552,SVM,,,
pca_krvskp,53.21885433,0.467811457,J48,,,
pca_krvskp,39.32588261,0.606741174,DecisionStump,,,
pca_krvskp,55.4899748,0.445100252,RandomForest,,,
pca_krvskp,52.63838536,0.473616146,PART,,,
pca_krvskp,52.10013645,0.478998635,DecisionTable,,,
pca_krvskp,55.26422392,0.447357761,JRip,,,
pca_krvskp,48.28883033,0.517111697,OneR,,,
pca_krvskp,48.12785116,0.518721488,ZeroR,,,
pca_krvskp,55.56952345,0.444304765,IBk,,,
pca_krvskp,56.12331371,0.438766863,KStar,,,
pca_krvskp,41.09494768,0.589050523,LWL,,,
pca_krvskp,48.53817153,0.514618285,NaiveBayes,,,
pca_krvskp,51.52018032,0.484798197,AdaBoostM1,,,
pca_krvskp,55.1089044,0.448910956,Bagging,,,
pca_krvskp,48.04548748,0.519545125,Stacking,,,
pca_krvskp,52.52941567,0.474705843,LogitBoost,,,
pca_krvskp,57.54625785,0.424537421,RandomCommittee,,,
pca_krvskp,48.91135458,0.510886454,Vote,,,
pca_krvskp,52.07350205,0.47926498,Logistic,,,
pca_krvskp,51.78181575,0.482181842,MultilayerPerceptron,,,
pca_krvskp,50.19225854,0.498077415,SimpleLogistic,,,
pca_krvskp,45.91530658,0.540846934,SMO,,,
pca_krvskp,66.30890498,0.33691095,SVM,,,
pca_letter,60.10563786,0.398943621,J48,,,
pca_letter,6.995772151,0.930042278,DecisionStump,,,
pca_letter,63.13267508,0.368673249,RandomForest,,,
pca_letter,58.1149241,0.418850759,PART,,,
pca_letter,52.49312822,0.475068718,DecisionTable,,,
pca_letter,46.42150035,0.535784997,JRip,,,
pca_letter,15.50182474,0.844981753,OneR,,,
pca_letter,4.272976056,0.957270239,ZeroR,,,
pca_letter,61.70524237,0.382947576,IBk,,,
pca_letter,61.62122763,0.383787724,KStar,,,
pca_letter,17.37462818,0.826253718,LWL,,,
pca_letter,36.80808294,0.631919171,NaiveBayes,,,
pca_letter,6.679342732,0.933206573,AdaBoostM1,,,
pca_letter,63.6396023,0.363603977,Bagging,,,
pca_letter,4.558283741,0.954417163,Stacking,,,
pca_letter,43.27978158,0.567202184,LogitBoost,,,
pca_letter,63.19830027,0.368016997,RandomCommittee,,,
pca_letter,4.424802054,0.955751979,Vote,,,
pca_letter,38.28749887,0.617125011,Logistic,,,
pca_letter,53.11296494,0.468870351,MultilayerPerceptron,,,
pca_letter,37.89950459,0.621004954,SimpleLogistic,,,
pca_letter,41.02961321,0.589703868,SMO,,,
pca_letter,63.55667491,0.364433251,SVM,,,
pca_LEV,59.42050749,0.405794925,J48,,,
pca_LEV,51.02882605,0.489711739,DecisionStump,,,
pca_LEV,59.92634572,0.400736543,RandomForest,,,
pca_LEV,61.26034547,0.387396545,PART,,,
pca_LEV,55.07518462,0.449248154,DecisionTable,,,
pca_LEV,60.25980637,0.397401936,JRip,,,
pca_LEV,60.73934796,0.39260652,OneR,,,
pca_LEV,40.57124614,0.594287539,ZeroR,,,
pca_LEV,61.3084418,0.386915582,IBk,,,
pca_LEV,60.49631019,0.395036898,KStar,,,
pca_LEV,52.86857,0.4713143,LWL,,,
pca_LEV,57.26101322,0.427389868,NaiveBayes,,,
pca_LEV,51.82663133,0.481733687,AdaBoostM1,,,
pca_LEV,60.59660011,0.394033999,Bagging,,,
pca_LEV,41.38979369,0.586102063,Stacking,,,
pca_LEV,60.77144251,0.392285575,LogitBoost,,,
pca_LEV,61.29231757,0.387076824,RandomCommittee,,,
pca_LEV,40.34615219,0.596538478,Vote,,,
pca_LEV,59.54390401,0.40456096,Logistic,,,
pca_LEV,58.86072111,0.411392789,MultilayerPerceptron,,,
pca_LEV,59.29332104,0.40706679,SimpleLogistic,,,
pca_LEV,58.06786572,0.419321343,SMO,,,
pca_LEV,61.55685577,0.384431442,SVM,,,
pca_liver-disorders,62.72884156,0.372711584,J48,,,
pca_liver-disorders,58.68143343,0.413185666,DecisionStump,,,
pca_liver-disorders,64.80008726,0.351999127,RandomForest,,,
pca_liver-disorders,63.11139681,0.368886032,PART,,,
pca_liver-disorders,54.96970524,0.450302948,DecisionTable,,,
pca_liver-disorders,62.85907672,0.371409233,JRip,,,
pca_liver-disorders,57.13054053,0.428694595,OneR,,,
pca_liver-disorders,59.06144733,0.409385527,ZeroR,,,
pca_liver-disorders,61.08289534,0.389171047,IBk,,,
pca_liver-disorders,60.78454537,0.392154546,KStar,,,
pca_liver-disorders,58.77898968,0.412210103,LWL,,,
pca_liver-disorders,61.79984208,0.382001579,NaiveBayes,,,
pca_liver-disorders,65.38478947,0.346152105,AdaBoostM1,,,
pca_liver-disorders,65.2088512,0.347911488,Bagging,,,
pca_liver-disorders,58.23028871,0.417697113,Stacking,,,
pca_liver-disorders,65.24550962,0.347544904,LogitBoost,,,
pca_liver-disorders,61.09111679,0.389088832,RandomCommittee,,,
pca_liver-disorders,58.85046328,0.411495367,Vote,,,
pca_liver-disorders,60.55712616,0.394428738,Logistic,,,
pca_liver-disorders,63.09023135,0.369097686,MultilayerPerceptron,,,
pca_liver-disorders,59.57388116,0.404261188,SimpleLogistic,,,
pca_liver-disorders,58.57541261,0.414245874,SMO,,,
pca_liver-disorders,60.26040777,0.397395922,SVM,,,
pca_lung-cancer,61.71375471,0.382862453,J48,,,
pca_lung-cancer,60.17121049,0.398287895,DecisionStump,,,
pca_lung-cancer,53.4793352,0.465206648,RandomForest,,,
pca_lung-cancer,62.34696985,0.376530301,PART,,,
pca_lung-cancer,57.18263441,0.428173656,DecisionTable,,,
pca_lung-cancer,67.2880042,0.327119958,JRip,,,
pca_lung-cancer,62.47114504,0.37528855,OneR,,,
pca_lung-cancer,3.925386793,0.960746132,ZeroR,,,
pca_lung-cancer,47.42529079,0.525747092,IBk,,,
pca_lung-cancer,36.8904247,0.631095753,KStar,,,
pca_lung-cancer,50.47144493,0.495285551,LWL,,,
pca_lung-cancer,53.47869272,0.465213073,NaiveBayes,,,
pca_lung-cancer,57.05963607,0.429403639,AdaBoostM1,,,
pca_lung-cancer,47.75822148,0.522417785,Bagging,,,
pca_lung-cancer,14.39934961,0.856006504,Stacking,,,
pca_lung-cancer,63.57564273,0.364243573,LogitBoost,,,
pca_lung-cancer,62.6139972,0.373860028,RandomCommittee,,,
pca_lung-cancer,14.29227191,0.857077281,Vote,,,
pca_lung-cancer,41.93229928,0.580677007,Logistic,,,
pca_lung-cancer,33.61739313,0.663826069,MultilayerPerceptron,,,
pca_lung-cancer,35.84195211,0.641580479,SimpleLogistic,,,
pca_lung-cancer,40.32622014,0.596737799,SMO,,,
pca_lung-cancer,47.01280495,0.52987195,SVM,,,
pca_lymph,71.31341589,0.286865841,J48,,,
pca_lymph,67.18599783,0.328140022,DecisionStump,,,
pca_lymph,78.66011192,0.213398881,RandomForest,,,
pca_lymph,73.43146507,0.265685349,PART,,,
pca_lymph,73.91543105,0.260845689,DecisionTable,,,
pca_lymph,79.92762307,0.200723769,JRip,,,
pca_lymph,70.02880983,0.299711902,OneR,,,
pca_lymph,38.65798735,0.613420126,ZeroR,,,
pca_lymph,80.50577069,0.194942293,IBk,,,
pca_lymph,73.02591175,0.269740882,KStar,,,
pca_lymph,69.20271726,0.307972827,LWL,,,
pca_lymph,80.76576053,0.192342395,NaiveBayes,,,
pca_lymph,68.6343676,0.313656324,AdaBoostM1,,,
pca_lymph,78.74608424,0.212539158,Bagging,,,
pca_lymph,38.50576127,0.614942387,Stacking,,,
pca_lymph,75.67914975,0.243208502,LogitBoost,,,
pca_lymph,73.69328218,0.263067178,RandomCommittee,,,
pca_lymph,38.80429108,0.611957089,Vote,,,
pca_lymph,82.91260684,0.170873932,Logistic,,,
pca_lymph,79.93098638,0.200690136,MultilayerPerceptron,,,
pca_lymph,85.21459036,0.147854096,SimpleLogistic,,,
pca_lymph,80.00166867,0.199983313,SMO,,,
pca_lymph,81.09783438,0.189021656,SVM,,,
pca_Lymphoma96x4026,56.31856509,0.436814349,J48,,,
pca_Lymphoma96x4026,49.15071622,0.508492838,DecisionStump,,,
pca_Lymphoma96x4026,55.91770438,0.440822956,RandomForest,,,
pca_Lymphoma96x4026,52.0106934,0.479893066,PART,,,
pca_Lymphoma96x4026,49.834476,0.50165524,DecisionTable,,,
pca_Lymphoma96x4026,62.9702412,0.370297588,JRip,,,
pca_Lymphoma96x4026,34.30913739,0.656908626,OneR,,,
pca_Lymphoma96x4026,47.42705923,0.525729408,ZeroR,,,
pca_Lymphoma96x4026,70.03311662,0.299668834,IBk,,,
pca_Lymphoma96x4026,44.23305437,0.557669456,KStar,,,
pca_Lymphoma96x4026,47.95203368,0.520479663,LWL,,,
pca_Lymphoma96x4026,56.9551816,0.430448184,NaiveBayes,,,
pca_Lymphoma96x4026,49.4491511,0.505508489,AdaBoostM1,,,
pca_Lymphoma96x4026,52.04045265,0.479595474,Bagging,,,
pca_Lymphoma96x4026,47.24942403,0.52750576,Stacking,,,
pca_Lymphoma96x4026,61.53221884,0.384677812,LogitBoost,,,
pca_Lymphoma96x4026,57.70372659,0.422962734,RandomCommittee,,,
pca_Lymphoma96x4026,46.68266791,0.533173321,Vote,,,
pca_Lymphoma96x4026,68.27958072,0.317204193,Logistic,,,
pca_Lymphoma96x4026,66.08719302,0.33912807,MultilayerPerceptron,,,
pca_Lymphoma96x4026,61.78119175,0.382188082,SimpleLogistic,,,
pca_Lymphoma96x4026,52.70268714,0.472973129,SMO,,,
pca_Lymphoma96x4026,53.18224775,0.468177522,SVM,,,
pca_molecular-biology_promoters,81.73118596,0.18268814,J48,,,
pca_molecular-biology_promoters,81.29266867,0.187073313,DecisionStump,,,
pca_molecular-biology_promoters,85.57291097,0.14427089,RandomForest,,,
pca_molecular-biology_promoters,90.20287331,0.097971267,PART,,,
pca_molecular-biology_promoters,81.44682994,0.185531701,DecisionTable,,,
pca_molecular-biology_promoters,81.53878706,0.184612129,JRip,,,
pca_molecular-biology_promoters,67.34304675,0.326569533,OneR,,,
pca_molecular-biology_promoters,52.25888402,0.47741116,ZeroR,,,
pca_molecular-biology_promoters,86.90300037,0.130969996,IBk,,,
pca_molecular-biology_promoters,75.15651668,0.248434833,KStar,,,
pca_molecular-biology_promoters,78.9329346,0.210670654,LWL,,,
pca_molecular-biology_promoters,84.52625303,0.15473747,NaiveBayes,,,
pca_molecular-biology_promoters,84.86689613,0.151331039,AdaBoostM1,,,
pca_molecular-biology_promoters,82.43473895,0.17565261,Bagging,,,
pca_molecular-biology_promoters,52.45653522,0.475434648,Stacking,,,
pca_molecular-biology_promoters,84.50244648,0.154975535,LogitBoost,,,
pca_molecular-biology_promoters,87.14872641,0.128512736,RandomCommittee,,,
pca_molecular-biology_promoters,52.02146863,0.479785314,Vote,,,
pca_molecular-biology_promoters,92.16292631,0.078370737,Logistic,,,
pca_molecular-biology_promoters,90.65135189,0.093486481,MultilayerPerceptron,,,
pca_molecular-biology_promoters,89.9083556,0.100916444,SimpleLogistic,,,
pca_molecular-biology_promoters,84.74823558,0.152517644,SMO,,,
pca_molecular-biology_promoters,85.33869163,0.146613084,SVM,,,
pca_monks-problems1,99.19150249,0.008084975,J48,,,
pca_monks-problems1,36.96381936,0.630361806,DecisionStump,,,
pca_monks-problems1,100.4920469,-0.004920469,RandomForest,,,
pca_monks-problems1,98.40833383,0.015916662,PART,,,
pca_monks-problems1,100.6395914,-0.006395914,DecisionTable,,,
pca_monks-problems1,98.88164271,0.011183573,JRip,,,
pca_monks-problems1,79.1251239,0.208748761,OneR,,,
pca_monks-problems1,50.31008089,0.496899191,ZeroR,,,
pca_monks-problems1,99.41445519,0.005855448,IBk,,,
pca_monks-problems1,91.29822576,0.087017742,KStar,,,
pca_monks-problems1,44.91479218,0.550852078,LWL,,,
pca_monks-problems1,61.75939952,0.382406005,NaiveBayes,,,
pca_monks-problems1,79.98494886,0.200150511,AdaBoostM1,,,
pca_monks-problems1,100.6590308,-0.006590308,Bagging,,,
pca_monks-problems1,51.09707312,0.489029269,Stacking,,,
pca_monks-problems1,101.0006729,-0.010006729,LogitBoost,,,
pca_monks-problems1,100.9145776,-0.009145776,RandomCommittee,,,
pca_monks-problems1,50.76832072,0.492316793,Vote,,,
pca_monks-problems1,49.72064131,0.502793587,Logistic,,,
pca_monks-problems1,77.50131141,0.224986886,MultilayerPerceptron,,,
pca_monks-problems1,48.2504829,0.517495171,SimpleLogistic,,,
pca_monks-problems1,38.89036188,0.611096381,SMO,,,
pca_monks-problems1,86.94635713,0.130536429,SVM,,,
pca_monks-problems2,38.19219804,0.61807802,J48,,,
pca_monks-problems2,39.87399722,0.601260028,DecisionStump,,,
pca_monks-problems2,74.83736656,0.251626334,RandomForest,,,
pca_monks-problems2,37.58835386,0.624116461,PART,,,
pca_monks-problems2,37.49420174,0.625057983,DecisionTable,,,
pca_monks-problems2,49.66063011,0.503393699,JRip,,,
pca_monks-problems2,61.056006,0.38943994,OneR,,,
pca_monks-problems2,36.62352732,0.633764727,ZeroR,,,
pca_monks-problems2,76.51506936,0.234849306,IBk,,,
pca_monks-problems2,62.44125991,0.375587401,KStar,,,
pca_monks-problems2,43.61668623,0.563833138,LWL,,,
pca_monks-problems2,44.3380432,0.556619568,NaiveBayes,,,
pca_monks-problems2,40.03578743,0.599642126,AdaBoostM1,,,
pca_monks-problems2,64.28153432,0.357184657,Bagging,,,
pca_monks-problems2,37.31855959,0.626814404,Stacking,,,
pca_monks-problems2,52.29492677,0.477050732,LogitBoost,,,
pca_monks-problems2,77.28795832,0.227120417,RandomCommittee,,,
pca_monks-problems2,37.21952737,0.627804726,Vote,,,
pca_monks-problems2,48.39472801,0.51605272,Logistic,,,
pca_monks-problems2,41.80785268,0.581921473,MultilayerPerceptron,,,
pca_monks-problems2,47.12785322,0.528721468,SimpleLogistic,,,
pca_monks-problems2,40.35831674,0.596416833,SMO,,,
pca_monks-problems2,42.70128647,0.572987135,SVM,,,
pca_monks-problems3,79.31852409,0.206814759,J48,,,
pca_monks-problems3,68.54702478,0.314529752,DecisionStump,,,
pca_monks-problems3,85.18202825,0.148179717,RandomForest,,,
pca_monks-problems3,79.3469523,0.206530477,PART,,,
pca_monks-problems3,74.93221993,0.250677801,DecisionTable,,,
pca_monks-problems3,77.60302446,0.223969755,JRip,,,
pca_monks-problems3,77.14171133,0.228582887,OneR,,,
pca_monks-problems3,51.97714311,0.480228569,ZeroR,,,
pca_monks-problems3,88.35822466,0.116417753,IBk,,,
pca_monks-problems3,84.26397379,0.157360262,KStar,,,
pca_monks-problems3,74.64339936,0.253566006,LWL,,,
pca_monks-problems3,80.47332605,0.195266739,NaiveBayes,,,
pca_monks-problems3,76.83264961,0.231673504,AdaBoostM1,,,
pca_monks-problems3,80.76399392,0.192360061,Bagging,,,
pca_monks-problems3,52.66094085,0.473390592,Stacking,,,
pca_monks-problems3,78.40865066,0.215913493,LogitBoost,,,
pca_monks-problems3,86.7035397,0.132964603,RandomCommittee,,,
pca_monks-problems3,52.42463556,0.475753644,Vote,,,
pca_monks-problems3,80.21923105,0.197807689,Logistic,,,
pca_monks-problems3,78.81440193,0.211855981,MultilayerPerceptron,,,
pca_monks-problems3,80.54890369,0.194510963,SimpleLogistic,,,
pca_monks-problems3,80.10049362,0.198995064,SMO,,,
pca_monks-problems3,80.95423027,0.190457697,SVM,,,
pca_mushroom,97.63604659,0.023639534,J48,,,
pca_mushroom,90.53790554,0.094620945,DecisionStump,,,
pca_mushroom,99.56544061,0.004345594,RandomForest,,,
pca_mushroom,97.76640132,0.022335987,PART,,,
pca_mushroom,94.13351814,0.058664819,DecisionTable,,,
pca_mushroom,98.81311252,0.011868875,JRip,,,
pca_mushroom,79.92392162,0.200760784,OneR,,,
pca_mushroom,48.87266598,0.51127334,ZeroR,,,
pca_mushroom,100.2069806,-0.002069806,IBk,,,
pca_mushroom,98.26073904,0.01739261,KStar,,,
pca_mushroom,86.68330546,0.133166945,LWL,,,
pca_mushroom,87.30000771,0.126999923,NaiveBayes,,,
pca_mushroom,83.00280457,0.169971954,AdaBoostM1,,,
pca_mushroom,98.22190615,0.017780938,Bagging,,,
pca_mushroom,49.07048825,0.509295117,Stacking,,,
pca_mushroom,92.96424701,0.07035753,LogitBoost,,,
pca_mushroom,99.00949446,0.009905055,RandomCommittee,,,
pca_mushroom,48.73211784,0.512678822,Vote,,,
pca_mushroom,81.17397148,0.188260285,Logistic,,,
pca_mushroom,95.95823012,0.040417699,MultilayerPerceptron,,,
pca_mushroom,81.3579133,0.186420867,SimpleLogistic,,,
pca_mushroom,79.82590496,0.20174095,SMO,,,
pca_mushroom,97.27432199,0.02725678,SVM,,,
pca_nursery,62.38378649,0.376162135,J48,,,
pca_nursery,48.75094129,0.512490587,DecisionStump,,,
pca_nursery,62.73940274,0.372605973,RandomForest,,,
pca_nursery,63.34206811,0.366579319,PART,,,
pca_nursery,63.11128548,0.368887145,DecisionTable,,,
pca_nursery,62.06625005,0.379337499,JRip,,,
pca_nursery,64.70636115,0.352936389,OneR,,,
pca_nursery,15.30621204,0.84693788,ZeroR,,,
pca_nursery,63.1469838,0.368530162,IBk,,,
pca_nursery,65.09843963,0.349015604,KStar,,,
pca_nursery,60.64107472,0.393589253,LWL,,,
pca_nursery,63.48674469,0.365132553,NaiveBayes,,,
pca_nursery,48.99701182,0.510029882,AdaBoostM1,,,
pca_nursery,62.70418373,0.372958163,Bagging,,,
pca_nursery,15.98485947,0.840151405,Stacking,,,
pca_nursery,64.15817032,0.358418297,LogitBoost,,,
pca_nursery,63.32475906,0.366752409,RandomCommittee,,,
pca_nursery,15.51231514,0.844876849,Vote,,,
pca_nursery,65.56508635,0.344349137,Logistic,,,
pca_nursery,71.4001564,0.285998436,MultilayerPerceptron,,,
pca_nursery,62.90223393,0.370977661,SimpleLogistic,,,
pca_nursery,62.97591771,0.370240823,SMO,,,
pca_nursery,76.86203076,0.231379692,SVM,,,
pca_optdigits,81.19495156,0.188050484,J48,,,
pca_optdigits,20.0207722,0.799792278,DecisionStump,,,
pca_optdigits,82.39576649,0.176042335,RandomForest,,,
pca_optdigits,81.02437862,0.189756214,PART,,,
pca_optdigits,71.63067141,0.283693286,DecisionTable,,,
pca_optdigits,79.61419639,0.203858036,JRip,,,
pca_optdigits,34.06480552,0.659351945,OneR,,,
pca_optdigits,10.68742392,0.893125761,ZeroR,,,
pca_optdigits,81.11332411,0.188866759,IBk,,,
pca_optdigits,82.74380211,0.172561979,KStar,,,
pca_optdigits,45.59529427,0.544047057,LWL,,,
pca_optdigits,80.39412281,0.196058772,NaiveBayes,,,
pca_optdigits,20.40291275,0.795970873,AdaBoostM1,,,
pca_optdigits,83.29818384,0.167018162,Bagging,,,
pca_optdigits,9.651876731,0.903481233,Stacking,,,
pca_optdigits,79.87740321,0.201225968,LogitBoost,,,
pca_optdigits,81.98773647,0.180122635,RandomCommittee,,,
pca_optdigits,9.822877027,0.90177123,Vote,,,
pca_optdigits,79.35556499,0.20644435,Logistic,,,
pca_optdigits,81.5072666,0.184927334,MultilayerPerceptron,,,
pca_optdigits,79.53229988,0.204677001,SimpleLogistic,,,
pca_optdigits,81.11912723,0.188808728,SMO,,,
pca_optdigits,59.96416427,0.400358357,SVM,,,
pca_page-blocks,94.90580443,0.050941956,J48,,,
pca_page-blocks,88.23752463,0.117624754,DecisionStump,,,
pca_page-blocks,94.79660783,0.052033922,RandomForest,,,
pca_page-blocks,94.93780284,0.050621972,PART,,,
pca_page-blocks,93.197465,0.06802535,DecisionTable,,,
pca_page-blocks,94.73189261,0.052681074,JRip,,,
pca_page-blocks,89.19402127,0.108059787,OneR,,,
pca_page-blocks,90.58430979,0.094156902,ZeroR,,,
pca_page-blocks,95.46082828,0.045391717,IBk,,,
pca_page-blocks,94.61787891,0.053821211,KStar,,,
pca_page-blocks,88.58476666,0.114152333,LWL,,,
pca_page-blocks,54.79761684,0.452023832,NaiveBayes,,,
pca_page-blocks,88.20735444,0.117926456,AdaBoostM1,,,
pca_page-blocks,94.82003818,0.051799618,Bagging,,,
pca_page-blocks,90.36318645,0.096368136,Stacking,,,
pca_page-blocks,93.25326056,0.067467394,LogitBoost,,,
pca_page-blocks,94.71992504,0.05280075,RandomCommittee,,,
pca_page-blocks,90.47117999,0.0952882,Vote,,,
pca_page-blocks,93.30203929,0.066979607,Logistic,,,
pca_page-blocks,91.24430166,0.087556983,MultilayerPerceptron,,,
pca_page-blocks,93.30604114,0.066939589,SimpleLogistic,,,
pca_page-blocks,90.05095093,0.099490491,SMO,,,
pca_page-blocks,91.41032108,0.085896789,SVM,,,
pca_pendigits,91.15946662,0.088405334,J48,,,
pca_pendigits,18.96360526,0.810363947,DecisionStump,,,
pca_pendigits,93.13587564,0.068641244,RandomForest,,,
pca_pendigits,91.11278109,0.088872189,PART,,,
pca_pendigits,81.86380049,0.181361995,DecisionTable,,,
pca_pendigits,89.31523096,0.10684769,JRip,,,
pca_pendigits,35.20553543,0.647944646,OneR,,,
pca_pendigits,10.34646953,0.896535305,ZeroR,,,
pca_pendigits,92.92728575,0.070727142,IBk,,,
pca_pendigits,90.70681758,0.092931824,KStar,,,
pca_pendigits,56.75647149,0.432435285,LWL,,,
pca_pendigits,80.75224475,0.192477553,NaiveBayes,,,
pca_pendigits,18.98505153,0.810149485,AdaBoostM1,,,
pca_pendigits,92.80933654,0.071906635,Bagging,,,
pca_pendigits,10.96391823,0.890360818,Stacking,,,
pca_pendigits,84.01740166,0.159825983,LogitBoost,,,
pca_pendigits,92.95924966,0.070407503,RandomCommittee,,,
pca_pendigits,10.31552236,0.896844776,Vote,,,
pca_pendigits,74.46793684,0.255320632,Logistic,,,
pca_pendigits,84.45305918,0.155469408,MultilayerPerceptron,,,
pca_pendigits,74.17283318,0.258271668,SimpleLogistic,,,
pca_pendigits,81.10265122,0.188973488,SMO,,,
pca_pendigits,17.31854069,0.826814593,SVM,,,
pca_postoperative-patient-data,63.41479226,0.365852077,J48,,,
pca_postoperative-patient-data,55.81689576,0.441831042,DecisionStump,,,
pca_postoperative-patient-data,57.2427825,0.427572175,RandomForest,,,
pca_postoperative-patient-data,64.52457342,0.354754266,PART,,,
pca_postoperative-patient-data,71.13657337,0.288634266,DecisionTable,,,
pca_postoperative-patient-data,53.75790003,0.462421,JRip,,,
pca_postoperative-patient-data,60.16866503,0.39831335,OneR,,,
pca_postoperative-patient-data,71.7835351,0.282164649,ZeroR,,,
pca_postoperative-patient-data,55.20991087,0.447900891,IBk,,,
pca_postoperative-patient-data,53.19784305,0.468021569,KStar,,,
pca_postoperative-patient-data,65.51033314,0.344896669,LWL,,,
pca_postoperative-patient-data,59.65320333,0.403467967,NaiveBayes,,,
pca_postoperative-patient-data,56.79739623,0.432026038,AdaBoostM1,,,
pca_postoperative-patient-data,61.14834135,0.388516586,Bagging,,,
pca_postoperative-patient-data,71.32460624,0.286753938,Stacking,,,
pca_postoperative-patient-data,53.51450394,0.464854961,LogitBoost,,,
pca_postoperative-patient-data,61.63593038,0.383640696,RandomCommittee,,,
pca_postoperative-patient-data,71.86786887,0.281321311,Vote,,,
pca_postoperative-patient-data,56.35438799,0.43645612,Logistic,,,
pca_postoperative-patient-data,52.95070942,0.470492906,MultilayerPerceptron,,,
pca_postoperative-patient-data,60.98950067,0.390104993,SimpleLogistic,,,
pca_postoperative-patient-data,67.58998856,0.324100114,SMO,,,
pca_postoperative-patient-data,56.65258473,0.433474153,SVM,,,
pca_primary-tumor,30.33725881,0.696627412,J48,,,
pca_primary-tumor,30.56910383,0.694308962,DecisionStump,,,
pca_primary-tumor,36.92027414,0.630797259,RandomForest,,,
pca_primary-tumor,34.91305696,0.65086943,PART,,,
pca_primary-tumor,32.78463116,0.672153688,DecisionTable,,,
pca_primary-tumor,34.92628615,0.650737139,JRip,,,
pca_primary-tumor,23.30742923,0.766925708,OneR,,,
pca_primary-tumor,25.0860925,0.749139075,ZeroR,,,
pca_primary-tumor,31.33995793,0.686600421,IBk,,,
pca_primary-tumor,32.53163334,0.674683667,KStar,,,
pca_primary-tumor,33.06211503,0.66937885,LWL,,,
pca_primary-tumor,38.9381903,0.610618097,NaiveBayes,,,
pca_primary-tumor,30.64898576,0.693510142,AdaBoostM1,,,
pca_primary-tumor,34.80455757,0.651954424,Bagging,,,
pca_primary-tumor,25.62228905,0.743777109,Stacking,,,
pca_primary-tumor,34.02796883,0.659720312,LogitBoost,,,
pca_primary-tumor,34.74617678,0.652538232,RandomCommittee,,,
pca_primary-tumor,24.99629741,0.750037026,Vote,,,
pca_primary-tumor,37.67113352,0.623288665,Logistic,,,
pca_primary-tumor,36.01031791,0.639896821,MultilayerPerceptron,,,
pca_primary-tumor,38.61516521,0.613848348,SimpleLogistic,,,
pca_primary-tumor,34.61245165,0.653875484,SMO,,,
pca_primary-tumor,35.34562702,0.64654373,SVM,,,
pca_prnn_virus3,64.30288031,0.356971197,J48,,,
pca_prnn_virus3,44.33711635,0.556628837,DecisionStump,,,
pca_prnn_virus3,74.37328824,0.256267118,RandomForest,,,
pca_prnn_virus3,66.10785107,0.338921489,PART,,,
pca_prnn_virus3,46.10992227,0.538900777,DecisionTable,,,
pca_prnn_virus3,58.56867105,0.41431329,JRip,,,
pca_prnn_virus3,63.44915377,0.365508462,OneR,,,
pca_prnn_virus3,55.72116058,0.442788394,ZeroR,,,
pca_prnn_virus3,73.53365275,0.264663473,IBk,,,
pca_prnn_virus3,61.1748009,0.388251991,KStar,,,
pca_prnn_virus3,63.34194929,0.366580507,LWL,,,
pca_prnn_virus3,71.9645309,0.280354691,NaiveBayes,,,
pca_prnn_virus3,50.87812039,0.491218796,AdaBoostM1,,,
pca_prnn_virus3,54.45690605,0.455430939,Bagging,,,
pca_prnn_virus3,55.30142876,0.446985712,Stacking,,,
pca_prnn_virus3,56.16061485,0.438393851,LogitBoost,,,
pca_prnn_virus3,71.69784292,0.283021571,RandomCommittee,,,
pca_prnn_virus3,55.95628591,0.440437141,Vote,,,
pca_prnn_virus3,62.91314689,0.370868531,Logistic,,,
pca_prnn_virus3,64.30679566,0.356932043,MultilayerPerceptron,,,
pca_prnn_virus3,68.45061221,0.315493878,SimpleLogistic,,,
pca_prnn_virus3,57.7753873,0.422246127,SMO,,,
pca_prnn_virus3,63.45089554,0.365491045,SVM,,,
pca_Qualitative_Bankruptcy,97.88992808,0.021100719,J48,,,
pca_Qualitative_Bankruptcy,98.13875829,0.018612417,DecisionStump,,,
pca_Qualitative_Bankruptcy,95.47297717,0.045270228,RandomForest,,,
pca_Qualitative_Bankruptcy,97.45605356,0.025439464,PART,,,
pca_Qualitative_Bankruptcy,97.75750415,0.022424958,DecisionTable,,,
pca_Qualitative_Bankruptcy,96.56747848,0.034325215,JRip,,,
pca_Qualitative_Bankruptcy,98.05496512,0.019450349,OneR,,,
pca_Qualitative_Bankruptcy,59.38797091,0.406120291,ZeroR,,,
pca_Qualitative_Bankruptcy,93.92404191,0.060759581,IBk,,,
pca_Qualitative_Bankruptcy,92.46419458,0.075358054,KStar,,,
pca_Qualitative_Bankruptcy,98.06989488,0.019301051,LWL,,,
